name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,snapshot_date
Corsair Dominator Platinum RGB 64 GB,286.2,"5,5200","2,32",4.472,Gray / Black,15.385,40.0,2023-12-17
G.Skill Ripjaws 32 GB,62.99,"4,3200","2,16",1.968,Black,13.75,22.0,2023-12-17
Mushkin Redline 64 GB,624.0,"4,2800","2,32",9.75,Red,12.143,17.0,2023-12-17
G.Skill Trident Z Royal 64 GB,214.99,"4,3600","2,32",3.359,Silver,8.889,16.0,2023-12-17
Mushkin Redline Lumina 64 GB,171.43,"4,3600","2,32",2.679,White,8.889,16.0,2023-12-17
Kingston FURY Beast RGB 16 GB,81.92,"5,5600","1,16",5.12,Black,14.286,40.0,2023-12-17
G.Skill Sniper 16 GB,160.3,"3,2400","2,8",10.019,Black / Red,9.167,11.0,2023-12-17
Kingston FURY Beast RGB 32 GB,130.37,"5,6000","1,32",4.074,Black,13.333,40.0,2023-12-17
Crucial CT16G4RFD4213 16 GB,25.99,"4,2133","1,16",1.624,Black / Green,14.065,15.0,2023-12-17
G.Skill Trident Z Royal 32 GB,100.0,"4,4000","2,16",3.125,Gold,9.0,18.0,2023-12-17
VisionTek 901513 32 GB,389.99,"5,4800","1,32",12.187,,16.667,40.0,2023-12-17
Supermicro MEM-DR432L-HL01-ER26 32 GB,96.92,"4,2666","1,32",3.029,Green / Black,14.254,19.0,2023-12-17
PNY XLR8 Gaming EPIC-X RGB 8 GB,50.05,"4,3200","1,8",6.256,Black,10.0,16.0,2023-12-17
Kingston Fury Renegade RGB 32 GB,94.99,"4,3600","1,32",2.968,Black,10.0,18.0,2023-12-17
Silicon Power SP008GBLTU160N02 8 GB,14.51,"3,1600","1,8",1.814,Black / Green,13.75,11.0,2023-12-17
G.Skill Trident Z RGB 16 GB,79.38,"4,3600","2,8",4.961,Black,9.444,17.0,2023-12-17
Mushkin Essentials 16 GB,36.36,"4,2133","2,8",2.272,Black / Green,14.065,15.0,2023-12-17
Crucial CT102464BA160B 8 GB,20.0,"3,1600","1,8",2.5,Green,13.75,11.0,2023-12-17
GeIL ORION V RGB 32 GB,92.99,"5,6400","2,16",2.906,Black,11.875,38.0,2023-12-17
Kingston Fury Renegade RGB 16 GB,128.06,"5,7200","1,16",8.004,Silver / Black,10.556,38.0,2023-12-17
Corsair Vengeance LPX 64 GB,315.0,"4,2666","4,16",4.922,White,12.003,16.0,2023-12-17
TEAMGROUP Xtreem ARGB 32 GB,264.0,"4,3200","2,16",8.25,White,8.75,14.0,2023-12-17
G.Skill NT 8 GB,56.0,"4,2400","1,8",7.0,Black,12.5,15.0,2023-12-17
G.Skill Trident Z RGB 32 GB,205.08,"4,4000","2,16",6.409,Black,9.5,19.0,2023-12-17
TEAMGROUP Elite 16 GB,28.99,"4,2666","2,8",1.812,Black,14.254,19.0,2023-12-17
Crucial CT2K16G4RFS4266 32 GB,99.99,"4,2666","2,16",3.125,Green / Black,14.254,19.0,2023-12-17
Corsair Dominator Platinum RGB 64 GB,194.99,"4,3200","2,32",3.047,Black,10.0,16.0,2023-12-17
G.Skill Ares 16 GB,39.99,"3,1600","2,8",2.499,Blue,11.25,9.0,2023-12-17
Kingston KVR21L15Q4/32 32 GB,149.96,"4,2133","1,32",4.686,Black / Green,14.065,15.0,2023-12-17
Mushkin Proline 8 GB,24.18,"3,1600","1,8",3.022,Black / Green,13.75,11.0,2023-12-17
Corsair Vengeance RGB Pro 16 GB,59.99,"4,3200","2,8",3.749,Black,10.0,16.0,2023-12-17
G.Skill Ripjaws X 32 GB,219.0,"3,1600","4,8",6.844,Black / Blue,11.25,9.0,2023-12-17
Gigabyte DESIGNARE 64 GB,237.0,"4,3200","2,32",3.703,White / Black,10.0,16.0,2023-12-17
Kingston FURY 64 GB,284.99,"5,5200","2,32",4.453,White,15.385,40.0,2023-12-17
G.Skill Trident Z5 Neo RGB 48 GB,164.99,"5,6000","2,24",3.437,Black,13.333,40.0,2023-12-17
G.Skill Trident Z Royal 16 GB,168.57,"4,4400","2,8",10.536,Silver,7.273,16.0,2023-12-17
Samsung M391A2K43BB1-CRC 16 GB,62.99,"4,2400","1,16",3.937,Green,14.167,17.0,2023-12-17
GeIL Polaris RGB SYNC 32 GB,127.99,"5,7200","2,16",4.0,Black,10.0,36.0,2023-12-17
Mushkin Redline Lumina 32 GB,154.99,"4,4133","2,16",4.843,White,9.194,19.0,2023-12-17
G.Skill Ripjaws S5 64 GB,187.99,"5,5600","2,32",2.937,White,10.714,30.0,2023-12-17
G.Skill Trident Z Royal 32 GB,179.99,"4,3600","2,16",5.625,Silver,8.889,16.0,2023-12-17
Kingston ValueRAM 64 GB,118.99,"4,2133","4,16",1.859,Black / Green,14.065,15.0,2023-12-17
Kingston FURY 16 GB,75.98,"5,5600","1,16",4.749,White,14.286,40.0,2023-12-17
G.Skill Trident Z RGB 32 GB,159.94,"4,3000","4,8",4.998,Black,10.0,15.0,2023-12-17
Kingston Fury Beast RGB Special Edition 8 GB,34.13,"4,3200","1,8",4.266,White,10.0,16.0,2023-12-17
Kingston ValueRAM 8 GB,25.93,"4,2666","1,8",3.241,Green,14.254,19.0,2023-12-17
Mushkin Redline 32 GB,72.81,"4,3200","2,16",2.275,White,10.0,16.0,2023-12-17
PNY Performance 16 GB,187.99,"5,4800","1,16",11.749,Black,16.667,40.0,2023-12-17
Mushkin Redline 32 GB,56.99,"4,2666","2,16",1.781,,12.003,16.0,2023-12-17
TEAMGROUP T-Create Expert 32 GB,179.99,"4,3600","2,16",5.625,Gray,7.778,14.0,2023-12-17
G.Skill Trident Z5 RGB 48 GB,149.99,"5,5600","2,24",3.125,Black,14.286,40.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 16 GB,52.39,"4,3600","1,16",3.274,Gray / Black,10.0,18.0,2023-12-17
TEAMGROUP T-Force Dark Z 16 GB,79.0,"4,3600","2,8",4.938,Silver,10.0,18.0,2023-12-17
Corsair Dominator Platinum RGB 32 GB,144.99,"4,4000","2,16",4.531,Black,9.5,19.0,2023-12-17
Patriot Viper Venom RGB 32 GB,149.99,"5,7400","2,16",4.687,Black / White,10.811,40.0,2023-12-17
Kingston FURY Renegade 16 GB,66.29,"4,2666","2,8",4.143,Black,9.752,13.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 32 GB,64.98,"4,4000","2,16",2.031,Red,9.0,18.0,2023-12-17
G.Skill Trident Z 32 GB,111.99,"5,6000","2,16",3.5,Black,12.0,36.0,2023-12-17
G.Skill Ripjaws V 64 GB,459.0,"4,3600","2,32",7.172,Black,8.889,16.0,2023-12-17
Crucial CT2K32G52C42S5 64 GB,218.99,"5,5200","2,32",3.422,Black,16.154,42.0,2023-12-17
Crucial CT2K16G4DFD8266 32 GB,115.5,"4,2666","2,16",3.609,Green / Black,14.254,19.0,2023-12-17
TEAMGROUP T-Force Delta RGB 48 GB,371.55,"5,6800","2,24",7.741,Black,10.588,36.0,2023-12-17
G.Skill Ripjaws V 32 GB,174.99,"4,3600","4,8",5.468,Black,10.0,18.0,2023-12-17
Kingston Server Premier 32 GB,229.95,"4,3200","1,32",7.186,,13.75,22.0,2023-12-17
Corsair Vengeance RGB RT 32 GB,99.99,"4,3600","2,16",3.125,Black,10.0,18.0,2023-12-17
G.Skill Trident Z5 RGB 32 GB,112.99,"5,5600","2,16",3.531,Black,10.714,30.0,2023-12-17
Silicon Power XPOWER Zenith Gaming 64 GB,169.99,"5,5600","2,32",2.656,White,14.286,40.0,2023-12-17
Mushkin Redline Lumina 32 GB,86.8,"4,3200","2,16",2.712,Black / Silver,10.0,16.0,2023-12-17
GeIL Orion RGB AMD Edition 32 GB,61.99,"4,3200","2,16",1.937,Red,10.0,16.0,2023-12-17
TEAMGROUP T-Force Delta RGB 16 GB,64.98,"4,4000","2,8",4.061,Black,9.0,18.0,2023-12-17
G.Skill Trident Z RGB 32 GB,215.0,"4,3600","2,16",6.719,Black,9.444,17.0,2023-12-17
Kingston FURY Beast RGB 32 GB,117.74,"5,4800","1,32",3.679,Black,15.833,38.0,2023-12-17
Corsair Vengeance LPX 128 GB,274.99,"4,2666","4,32",2.148,Black / Yellow,12.003,16.0,2023-12-17
G.Skill Value 8 GB,43.52,"4,2400","1,8",5.44,Black,14.167,17.0,2023-12-17
G.Skill Trident Z RGB 16 GB,229.0,"4,4400","2,8",14.312,Black,8.182,18.0,2023-12-17
Corsair Vengeance RGB Pro SL 128 GB,289.99,"4,3200","4,32",2.266,Black,10.0,16.0,2023-12-17
V-Color Prism Pro 32 GB,72.99,"4,3600","2,16",2.281,Black,10.0,18.0,2023-12-17
Corsair Vengeance LPX 64 GB,124.99,"4,3000","2,32",1.953,Black / Yellow,10.667,16.0,2023-12-17
G.Skill Trident Z 16 GB,49.99,"4,3200","2,8",3.124,Silver / Black,10.0,16.0,2023-12-17
Kingston FURY 64 GB,293.52,"5,5600","2,32",4.586,White,14.286,40.0,2023-12-17
G.Skill Value 8 GB,19.57,"3,1600","1,8",2.446,Black,13.75,11.0,2023-12-17
TEAMGROUP T-Force Delta RGB 16 GB,64.98,"4,4000","2,8",4.061,White,9.0,18.0,2023-12-17
Kingston D2G72M151 16 GB,199.77,"4,2133","1,16",12.486,Black / Green,14.065,15.0,2023-12-17
G.Skill Trident Z Royal 128 GB,899.0,"4,3200","8,16",7.023,Silver,10.0,16.0,2023-12-17
Corsair Vengeance 12 GB,74.99,"3,1600","3,4",6.249,Black / Silver,11.25,9.0,2023-12-17
Corsair Vengeance RGB 32 GB,114.99,"5,5600","2,16",3.593,White / Gray,14.286,40.0,2023-12-17
Corsair Vengeance RGB Pro 32 GB,398.0,"4,3000","2,16",12.438,Black,10.0,15.0,2023-12-17
G.Skill Trident Z RGB 16 GB,99.99,"4,4000","2,8",6.249,Black,8.0,16.0,2023-12-17
G.Skill Trident Z Neo 64 GB,550.09,"4,3600","4,16",8.595,Black / Silver,7.778,14.0,2023-12-17
Mushkin Redline 64 GB,129.99,"4,3200","2,32",2.031,,10.0,16.0,2023-12-17
TEAMGROUP Elite 32 GB,53.99,"4,3200","2,16",1.687,Black,13.75,22.0,2023-12-17
Crucial CT16G4WFD8213 16 GB,65.0,"4,2133","1,16",4.062,Green,14.065,15.0,2023-12-17
Corsair Vengeance RGB Pro 32 GB,998.39,"4,4266","4,8",31.2,Black,8.908,19.0,2023-12-17
ADATA XPG LANCER RGB 32 GB,290.0,"5,6000","1,32",9.062,Black,10.0,30.0,2023-12-17
G.Skill Trident Z 16 GB,81.99,"4,3200","2,8",5.124,Silver / White,8.75,14.0,2023-12-17
Crucial CT8G4DFS8213 8 GB,29.0,"4,2133","1,8",3.625,Black / Green,14.065,15.0,2023-12-17
G.Skill Trident Z 32 GB,110.99,"5,5600","2,16",3.468,Black,12.857,36.0,2023-12-17
Corsair Dominator Platinum 8 GB,609.0,"4,3600","2,4",76.125,Black / Silver,10.0,18.0,2023-12-17
Samsung M393A4K40BB1-CRC 32 GB,45.32,"4,2400","1,32",1.416,Green,14.167,17.0,2023-12-17
Corsair Dominator Platinum RGB 32 GB,124.99,"4,3466","2,16",3.906,Black,9.233,16.0,2023-12-17
Kingston Fury Renegade RGB 16 GB,119.1,"4,4600","2,8",7.444,Black / Silver,8.261,19.0,2023-12-17
Crucial CT51264BA160B 4 GB,10.99,"3,1600","1,4",2.748,Green,13.75,11.0,2023-12-17
G.Skill Trident Z RGB 128 GB,530.54,"4,3200","4,32",4.145,,8.75,14.0,2023-12-17
Samsung M393A2G40DB0-CPB 16 GB,51.5,"4,2133","1,16",3.219,Black / Green,14.065,15.0,2023-12-17
Corsair Vengeance RGB RT 32 GB,125.15,"4,3600","4,8",3.911,Black,10.0,18.0,2023-12-17
Kingston Fury Renegade RGB 32 GB,140.35,"4,3600","4,8",4.386,Black / Silver,8.889,16.0,2023-12-17
Timetec PINNACLE Konduit RGB 16 GB,46.99,"4,3600","2,8",2.937,White,10.0,18.0,2023-12-17
G.Skill Ripjaws V 32 GB,74.98,"4,2666","2,16",2.343,Red,11.253,15.0,2023-12-17
Mushkin Essentials 8 GB,11.99,"3,1600","1,8",1.499,Green,13.75,11.0,2023-12-17
Patriot Viper Elite II 32 GB,62.99,"4,2666","2,16",1.968,Red / Black,12.003,16.0,2023-12-17
TEAMGROUP T-Force Xtreem ARGB 64 GB,149.99,"4,3600","2,32",2.344,Black,10.0,18.0,2023-12-17
Mushkin Redline 16 GB,62.33,"4,3600","2,8",3.896,White,7.778,14.0,2023-12-17
Corsair Vengeance RGB 32 GB,119.99,"5,6000","2,16",3.75,Black / Silver,12.0,36.0,2023-12-17
G.Skill Trident Z Royal 32 GB,179.99,"4,3600","2,16",5.625,Silver,7.778,14.0,2023-12-17
Corsair Vengeance RGB Pro 64 GB,1690.93,"4,3200","4,16",26.421,Black,10.0,16.0,2023-12-17
Corsair Vengeance RGB RT 64 GB,164.99,"4,3600","2,32",2.578,Black,10.0,18.0,2023-12-17
Corsair Vengeance 32 GB,94.99,"5,4800","2,16",2.968,Black / White,16.667,40.0,2023-12-17
Patriot Viper Elite 5 RGB 32 GB,92.99,"5,5600","1,32",2.906,White,13.571,38.0,2023-12-17
Corsair Vengeance LPX 8 GB,24.99,"4,2666","1,8",3.124,Red,12.003,16.0,2023-12-17
Corsair Vengeance LPX 8 GB,34.99,"4,2400","2,4",4.374,Black / Yellow,12.5,15.0,2023-12-17
Crucial CT8G4DFS832A 8 GB,28.55,"4,3200","1,8",3.569,Green / Black,13.75,22.0,2023-12-17
TEAMGROUP T-Force Delta RGB 64 GB,144.9,"4,3200","2,32",2.264,Black,10.0,16.0,2023-12-17
Kingston FURY Renegade 16 GB,148.12,"4,4600","2,8",9.258,Black,8.261,19.0,2023-12-17
Corsair Dominator Platinum RGB 64 GB,239.99,"5,5200","2,32",3.75,Black,15.385,40.0,2023-12-17
Patriot Viper Venom RGB 32 GB,104.99,"5,5600","2,16",3.281,Black / White,12.857,36.0,2023-12-17
G.Skill Trident Z Royal Elite 16 GB,109.99,"4,3600","2,8",6.874,Silver,8.889,16.0,2023-12-17
Corsair Vengeance LPX 16 GB,84.99,"4,4000","2,8",5.312,Black,9.0,18.0,2023-12-17
Kingston FURY Beast RGB 16 GB,65.95,"4,3200","1,16",4.122,Black,10.0,16.0,2023-12-17
Kingston Fury Renegade RGB 16 GB,99.18,"4,4266","2,8",6.199,Black / Silver,8.908,19.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 16 GB,44.99,"4,4000","2,8",2.812,Red,9.0,18.0,2023-12-17
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5600","2,16",3.437,White / Black,10.714,30.0,2023-12-17
Silicon Power SP032GBSVU480F22 32 GB,81.97,"5,4800","2,16",2.562,,16.667,40.0,2023-12-17
Patriot Viper Venom RGB 64 GB,184.99,"5,5600","2,32",2.89,Black / White,14.286,40.0,2023-12-17
G.Skill Ripjaws 16 GB,33.99,"3,1600","2,8",2.124,Black / Red,11.25,9.0,2023-12-17
Mushkin Redline 16 GB,29.99,"4,3200","2,8",1.874,,10.0,16.0,2023-12-17
ADATA XPG SPECTRIX D50 32 GB,154.89,"4,3600","1,32",4.84,Black,10.0,18.0,2023-12-17
G.Skill NT 8 GB,67.0,"4,2133","1,8",8.375,Black,14.065,15.0,2023-12-17
Mushkin Redline Lumina 64 GB,129.99,"4,3200","2,32",2.031,Black,10.0,16.0,2023-12-17
G.Skill Ripjaws 32 GB,83.99,"5,4800","2,16",2.625,Black / Silver,15.833,38.0,2023-12-17
Mushkin Enhanced Redline Stiletto 64 GB,167.99,"4,3200","2,32",2.625,Black,8.75,14.0,2023-12-17
Corsair Vengeance LPX 32 GB,69.98,"4,2666","2,16",2.187,Red,12.003,16.0,2023-12-17
Kingston FURY Impact 16 GB,66.25,"5,5600","1,16",4.141,Black,14.286,40.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 8 GB,27.23,"4,3600","1,8",3.404,Red / Black,10.0,18.0,2023-12-17
Crucial CT4K16G4DFD8266 64 GB,234.99,"4,2666","4,16",3.672,Green,14.254,19.0,2023-12-17
Corsair Vengeance LED 16 GB,99.99,"4,2666","2,8",6.249,Black / White,12.003,16.0,2023-12-17
Crucial CT2K8G4DFRA266 16 GB,44.99,"4,2666","2,8",2.812,Green,14.254,19.0,2023-12-17
Corsair Vengeance RGB RT 16 GB,64.98,"4,3600","2,8",4.061,White / Black,10.0,18.0,2023-12-17
G.Skill Ripjaws V 8 GB,34.99,"4,3200","2,4",4.374,Red,10.0,16.0,2023-12-17
Kingston Fury Beast RGB Special Edition 8 GB,39.63,"4,3600","1,8",4.954,White,9.444,17.0,2023-12-17
Kingston Fury Renegade RGB 16 GB,139.99,"5,7200","1,16",8.749,Silver / Black,10.556,38.0,2023-12-17
Crucial CT16G4DFD832A 16 GB,39.99,"4,3200","1,16",2.499,Green / Black,13.75,22.0,2023-12-17
Patriot Signature Line 64 GB,172.84,"4,3200","2,32",2.701,Black,13.75,22.0,2023-12-17
Kingston FURY 32 GB,125.36,"5,5200","1,32",3.917,White,15.385,40.0,2023-12-17
G.Skill Ripjaws V 16 GB,214.0,"4,3000","2,8",13.375,Black / Red,10.0,15.0,2023-12-17
Patriot Viper Venom RGB 32 GB,117.99,"5,6800","2,16",3.687,Black / White,11.765,40.0,2023-12-17
Patriot Viper Elite 5 RGB 32 GB,106.47,"5,6200","2,16",3.327,White,13.548,42.0,2023-12-17
Kingston FURY Renegade 16 GB,119.75,"5,6800","1,16",7.484,White / Silver,10.588,36.0,2023-12-17
GeIL Orion AMD Edition 32 GB,62.99,"4,3600","2,16",1.968,Gray,10.0,18.0,2023-12-17
Corsair Vengeance Pro 16 GB,136.87,"3,1600","2,8",8.554,Black / Silver,11.25,9.0,2023-12-17
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5600","2,16",3.437,Black,10.714,30.0,2023-12-17
TEAMGROUP Elite 4 GB,17.16,"3,1600","1,4",4.29,Black,13.75,11.0,2023-12-17
Kingston HyperX Fury 32 GB,89.77,"4,3200","1,32",2.805,Black,10.0,16.0,2023-12-17
G.Skill Ripjaws S5 64 GB,179.99,"5,5600","2,32",2.812,White,12.857,36.0,2023-12-17
G.Skill Value 4 GB,37.99,"3,1333","1,4",9.498,Green,13.503,9.0,2023-12-17
Corsair Vengeance LPX 8 GB,34.99,"4,2666","2,4",4.374,Red,11.253,15.0,2023-12-17
G.Skill Sniper 8 GB,34.3,"3,1600","2,4",4.287,Black / Red,11.25,9.0,2023-12-17
Crucial CT2K8G4DFS8213 16 GB,69.75,"4,2133","2,8",4.359,Black / Green,14.065,15.0,2023-12-17
Corsair Vengeance 16 GB,159.99,"3,1600","4,4",9.999,Black / Blue,11.25,9.0,2023-12-17
Corsair Vengeance RGB RT 128 GB,314.99,"4,3200","4,32",2.461,Black,10.0,16.0,2023-12-17
G.Skill Ripjaws X 4 GB,44.99,"3,1600","2,2",11.248,Black / Red,11.25,9.0,2023-12-17
Kingston FURY Renegade 32 GB,197.99,"5,6800","2,16",6.187,White / Silver,10.588,36.0,2023-12-17
Kingston FURY Renegade 32 GB,139.44,"4,3600","4,8",4.357,Black,8.889,16.0,2023-12-17
Kingston FURY Beast RGB 64 GB,176.5,"4,3200","2,32",2.758,Black,10.0,16.0,2023-12-17
TEAMGROUP Elite Plus 64 GB,147.99,"5,4800","2,32",2.312,Silver,16.667,40.0,2023-12-17
Patriot Viper Venom 64 GB,169.99,"5,5600","2,32",2.656,Black / White,12.857,36.0,2023-12-17
Mushkin Enhanced Redline Stiletto 16 GB,37.99,"4,3600","2,8",2.374,Black,10.0,18.0,2023-12-17
Corsair Vengeance RGB RS 16 GB,49.99,"4,3600","1,16",3.124,Black,10.0,18.0,2023-12-17
TEAMGROUP T-Force DELTAα RGB 32 GB,92.99,"5,5600","2,16",2.906,Black,14.286,40.0,2023-12-17
G.Skill Trident Z RGB 16 GB,87.99,"4,3200","2,8",5.499,Black,8.75,14.0,2023-12-17
Corsair Vengeance Performance 32 GB,64.98,"4,2666","2,16",2.031,Black / Yellow,13.503,18.0,2023-12-17
Crucial CT4K8G4DFS8266 32 GB,105.99,"4,2666","4,8",3.312,Green,14.254,19.0,2023-12-17
Mushkin Silverline 2 GB,16.23,"2,800","1,2",8.115,Gray / Silver,12.5,5.0,2023-12-17
ADATA AD5U480016G-DT 32 GB,143.82,"5,4800","2,16",4.494,Black,16.667,40.0,2023-12-17
Kingston FURY Impact 32 GB,74.99,"4,3200","2,16",2.343,Black,12.5,20.0,2023-12-17
G.Skill Trident Z RGB 16 GB,159.99,"4,4266","2,8",9.999,Multicolor,8.908,19.0,2023-12-17
TEAMGROUP T-Force Vulcan Z 64 GB,129.99,"4,3600","2,32",2.031,Red,10.0,18.0,2023-12-17
Corsair Vengeance Performance 16 GB,39.99,"4,2666","2,8",2.499,Black / Yellow,13.503,18.0,2023-12-17
Corsair Dominator Platinum RGB 64 GB,204.99,"5,5600","2,32",3.203,Black,14.286,40.0,2023-12-17
GeIL Orion AMD Edition 16 GB,35.99,"4,3200","2,8",2.249,Red,10.0,16.0,2023-12-17
Patriot Viper Steel 16 GB,30.99,"4,3000","1,16",1.937,Silver / Black,10.667,16.0,2023-12-17
G.Skill FORTIS 64 GB,142.25,"4,2400","4,16",2.223,Black / Red,12.5,15.0,2023-12-17
Corsair Dominator Platinum RGB 64 GB,234.99,"5,5600","2,32",3.672,Black,14.286,40.0,2023-12-17
Kingston FURY Beast 32 GB,126.22,"5,5600","1,32",3.944,Black / Silver,12.857,36.0,2023-12-17
Mushkin Redline Lumina 16 GB,60.43,"4,3600","2,8",3.777,White,8.889,16.0,2023-12-17
G.Skill Trident Z RGB 16 GB,59.95,"4,3200","2,8",3.747,Black,10.0,16.0,2023-12-17
Kingston FURY Impact 32 GB,116.85,"5,5600","1,32",3.652,Black,14.286,40.0,2023-12-17
Kingston ValueRAM 2 GB,12.4,"2,667","1,2",6.2,Green,14.993,5.0,2023-12-17
Corsair Vengeance RGB Pro 16 GB,130.21,"4,3200","1,16",8.138,Black,10.0,16.0,2023-12-17
G.Skill Trident Z RGB 128 GB,299.99,"4,3200","4,32",2.344,Black,10.0,16.0,2023-12-17
Patriot Viper 3 8 GB,16.98,"3,1600","1,8",2.123,Black / Silver,12.5,10.0,2023-12-17
Kingston FURY Beast RGB 16 GB,64.59,"5,5200","1,16",4.037,Black,15.385,40.0,2023-12-17
GeIL Orion AMD Edition 16 GB,36.99,"4,3600","2,8",2.312,Gray,10.0,18.0,2023-12-17
Corsair Vengeance RGB RT 32 GB,89.99,"4,3200","4,8",2.812,Black,10.0,16.0,2023-12-17
Mushkin Enhanced Redline Stiletto 32 GB,62.99,"4,3200","2,16",1.968,Black,10.0,16.0,2023-12-17
PNY XLR8 Gaming EPIC-X RGB 16 GB,89.99,"4,3200","1,16",5.624,Black,10.0,16.0,2023-12-17
Patriot Viper Venom RGB 64 GB,164.99,"5,5200","2,32",2.578,Black / White,15.385,40.0,2023-12-17
Crucial CT16G3ERSLD4160B 16 GB,23.19,"3,1600","1,16",1.449,Black / Green,13.75,11.0,2023-12-17
Kingston ValueRAM 32 GB,62.77,"4,3200","1,32",1.962,,13.75,22.0,2023-12-17
G.Skill TridentZ RGB 64 GB,349.99,"4,3600","8,8",5.469,Black,7.778,14.0,2023-12-17
Kingston ValueRAM 64 GB,214.99,"5,5600","2,32",3.359,Green / Black,16.429,46.0,2023-12-17
G.Skill Ripjaws X 16 GB,122.02,"3,1866","4,4",7.626,Black / Red,9.646,9.0,2023-12-17
G.Skill Trident Z Neo 32 GB,337.57,"4,3600","4,8",10.549,Black / White,7.778,14.0,2023-12-17
G.Skill Trident Z Royal 256 GB,664.99,"4,3200","8,32",2.598,Silver,10.0,16.0,2023-12-17
Crucial CT2K8G4RFS424A 16 GB,119.99,"4,2400","2,8",7.499,Green / Black,14.167,17.0,2023-12-17
Crucial CT51264BF160BJ 4 GB,13.8,"3,1600","1,4",3.45,Black / Green,13.75,11.0,2023-12-17
Crucial CT2K8G4DFS832A 16 GB,64.34,"4,3200","2,8",4.021,Green / Black,13.75,22.0,2023-12-17
Thermaltake TOUGHRAM 16 GB,124.99,"4,3200","2,8",7.812,White / Silver,10.0,16.0,2023-12-17
G.Skill Ripjaws X 32 GB,272.98,"3,2400","4,8",8.531,,9.167,11.0,2023-12-17
Corsair Vengeance 16 GB,275.0,"3,1600","4,4",17.188,Black / Blue,11.25,9.0,2023-12-17
Kingston Server Premier 16 GB,47.91,"4,3200","1,16",2.994,,13.75,22.0,2023-12-17
Crucial CT16G4SFD824A 16 GB,39.09,"4,2400","1,16",2.443,Black / Green,14.167,17.0,2023-12-17
G.Skill Ripjaws 32 GB,64.98,"4,2400","2,16",2.031,Black / Blue,13.333,16.0,2023-12-17
Mushkin Redline 16 GB,29.99,"4,2666","2,8",1.874,,12.003,16.0,2023-12-17
Thermaltake TOUGHRAM XG RGB 16 GB,138.61,"4,4000","2,8",8.663,Black / Silver,9.5,19.0,2023-12-17
G.Skill Trident Z RGB 64 GB,799.0,"4,3600","8,8",12.484,,8.889,16.0,2023-12-17
Kingston Server Premier 32 GB,189.99,"4,2933","1,32",5.937,,14.32,21.0,2023-12-17
Kingston FURY Renegade 64 GB,189.88,"4,3200","4,16",2.967,Black,10.0,16.0,2023-12-17
Crucial Ballistix Sport AT 16 GB,89.99,"4,2666","1,16",5.624,Silver / Black,12.003,16.0,2023-12-17
Patriot Signature Line 32 GB,77.98,"5,4800","1,32",2.437,Black,19.167,46.0,2023-12-17
G.Skill Ripjaws X 8 GB,136.11,"3,2400","2,4",17.014,,9.167,11.0,2023-12-17
Crucial CT2K4G4DFS8213 8 GB,69.98,"4,2133","2,4",8.748,Black / Green,14.065,15.0,2023-12-17
Silicon Power SP004GBLTU160N02 4 GB,11.51,"3,1600","1,4",2.877,Black / Green,13.75,11.0,2023-12-17
Kingston Server Premier 16 GB,52.7,"4,2666","1,16",3.294,,14.254,19.0,2023-12-17
Kingston FURY Renegade 32 GB,102.09,"4,3600","1,32",3.19,Black,10.0,18.0,2023-12-17
Crucial CT4K8G4DFD824A 32 GB,159.0,"4,2400","4,8",4.969,Green / Black,14.167,17.0,2023-12-17
Kingston KCP424NS6/4 4 GB,24.99,"4,2400","1,4",6.247,Green / Black,14.167,17.0,2023-12-17
Corsair Vengeance LPX 16 GB,107.06,"4,2666","2,8",6.691,Black / Yellow,12.003,16.0,2023-12-17
TEAMGROUP T-Force / Night Hawk 16 GB,278.71,"4,3200","2,8",17.419,Black / Blue,10.0,16.0,2023-12-17
Kingston ValueRAM 2 GB,40.99,"3,1333","1,2",20.495,Green,13.503,9.0,2023-12-17
GeIL ORION V 32 GB,99.99,"5,6400","2,16",3.125,Red,11.875,38.0,2023-12-17
Timetec PINNACLE Konduit RGB 16 GB,50.99,"4,3200","2,8",3.187,White,10.0,16.0,2023-12-17
TEAMGROUP Elite Plus 64 GB,149.99,"5,5200","2,32",2.344,Black,16.154,42.0,2023-12-17
Kingston ValueRAM 8 GB,25.89,"4,2666","1,8",3.236,Green,14.254,19.0,2023-12-17
Patriot Viper Steel 32 GB,104.99,"4,3000","2,16",3.281,Silver / Black,10.667,16.0,2023-12-17
Crucial CT32G4RFD4293 32 GB,59.99,"4,2933","1,32",1.875,Green / Black,14.32,21.0,2023-12-17
Corsair Dominator Platinum RGB 16 GB,149.99,"4,3000","2,8",9.374,Black,10.0,15.0,2023-12-17
Mushkin Silverline 32 GB,68.45,"4,2133","2,16",2.139,Silver / Green,14.065,15.0,2023-12-17
Mushkin Essentials 32 GB,63.15,"4,2133","2,16",1.973,Black / Green,14.065,15.0,2023-12-17
ADATA XPG SPECTRIX D41 32 GB,69.98,"4,3200","2,16",2.187,Black,10.0,16.0,2023-12-17
